Sitting_Dates,Titles,Debate_Ids,Urls
2019-07-15,Immigration Policies,B585F738-DF7C-4AAC-AFDF-0D05A73BFC64,https://hansard.parliament.uk/Commons/2019-07-15/debates/B585F738-DF7C-4AAC-AFDF-0D05A73BFC64/ImmigrationPolicies
2019-07-09,Immigration Detention: Trafficking and Modern Slavery,A29636A3-4487-4A9C-B0E5-C9E239C06A84,https://hansard.parliament.uk/Commons/2019-07-09/debates/A29636A3-4487-4A9C-B0E5-C9E239C06A84/ImmigrationDetentionTraffickingandModernSlavery
2019-06-26,Immigration,1A5B866D-893C-42BA-9BB2-23FEDBA2304D,https://hansard.parliament.uk/Commons/2019-06-26/debates/1A5B866D-893C-42BA-9BB2-23FEDBA2304D/Immigration
2019-06-10,Immigration System,2D6908E1-CABA-47B2-BE42-CD4334CBA317,https://hansard.parliament.uk/Commons/2019-06-10/debates/2D6908E1-CABA-47B2-BE42-CD4334CBA317/ImmigrationSystem
2019-05-14,Immigration Applications: Fee Structure,EA89E986-FFE8-46E0-815C-51EE140F0861,https://hansard.parliament.uk/Commons/2019-05-14/debates/EA89E986-FFE8-46E0-815C-51EE140F0861/ImmigrationApplicationsFeeStructure
2019-04-29,Immigration Leglisation: Tertiary Education,F1993256-F4FD-4D30-983E-D00FA2EE29A1,https://hansard.parliament.uk/Commons/2019-04-29/debates/F1993256-F4FD-4D30-983E-D00FA2EE29A1/ImmigrationLeglisationTertiaryEducation
2019-03-18,"Draft Immigration, Nationality and Asylum (EU Exit) Regulations 2019",c4e7ef21-0a97-44f3-8322-152bbf917c28,"https://hansard.parliament.uk/Commons/2019-03-18/debates/c4e7ef21-0a97-44f3-8322-152bbf917c28/DraftImmigration,NationalityandAsylum(EUExit)Regulations2019"
2019-03-13,Exiting the European Union (Immigration),3B36A479-4D62-49DD-8163-FF5909F22363,https://hansard.parliament.uk/Commons/2019-03-13/debates/3B36A479-4D62-49DD-8163-FF5909F22363/ExitingtheEuropeanUnion(Immigration)
2019-03-11,Draft Immigration (European Economic Area Nationals) (EU Exit) Order 2019,a722768a-b58f-4968-bc01-d1641852861b,https://hansard.parliament.uk/Commons/2019-03-11/debates/a722768a-b58f-4968-bc01-d1641852861b/DraftImmigration(EuropeanEconomicAreaNationals)(EUExit)Order2019
2019-03-05,Immigration and Social Security Co-ordination (EU Withdrawal) Bill (Ninth sitting),45345770-3d80-4503-995b-8b607dac98a8,https://hansard.parliament.uk/Commons/2019-03-05/debates/45345770-3d80-4503-995b-8b607dac98a8/ImmigrationandSocialSecurityCo-ordination(EUWithdrawal)Bill(Ninthsitting)
2019-03-05,Immigration and Social Security Co-ordination (EU Withdrawal) Bill (Tenth sitting),2eb2dd65-51c1-4a72-82ad-4de5ec48dc97,https://hansard.parliament.uk/Commons/2019-03-05/debates/2eb2dd65-51c1-4a72-82ad-4de5ec48dc97/ImmigrationandSocialSecurityCo-ordination(EUWithdrawal)Bill(Tenthsitting)
2019-02-28,Immigration and Social Security Co-ordination (EU Withdrawal) Bill (Eighth sitting),cc9e153f-debb-4386-afa8-209d280370a5,https://hansard.parliament.uk/Commons/2019-02-28/debates/cc9e153f-debb-4386-afa8-209d280370a5/ImmigrationandSocialSecurityCo-ordination(EUWithdrawal)Bill(Eighthsitting)
2019-02-28,Immigration and Social Security Coordination (EU Withdrawal) Bill (Seventh sitting),e8cae33c-0301-4041-85f0-5e12ddfc7789,https://hansard.parliament.uk/Commons/2019-02-28/debates/e8cae33c-0301-4041-85f0-5e12ddfc7789/ImmigrationandSocialSecurityCoordination(EUWithdrawal)Bill(Seventhsitting)
2019-02-26,Immigration and Social Security Co-ordination (EU Withdrawal) Bill (Sixth sitting),c51efa10-6d0e-40a2-8eff-72dc820bf59a,https://hansard.parliament.uk/Commons/2019-02-26/debates/c51efa10-6d0e-40a2-8eff-72dc820bf59a/ImmigrationandSocialSecurityCo-ordination(EUWithdrawal)Bill(Sixthsitting)
2019-02-26,Immigration and Social Security Co-ordination (EU Withdrawal) Bill (Fifth sitting),a6ed0564-ee54-4124-9587-c18883996467,https://hansard.parliament.uk/Commons/2019-02-26/debates/a6ed0564-ee54-4124-9587-c18883996467/ImmigrationandSocialSecurityCo-ordination(EUWithdrawal)Bill(Fifthsitting)
2019-02-26,Immigration and Social Security Coordination (EU Withdrawal) Bill (Fifth sitting),cfeb8af5-237d-4a97-92aa-58a2ef894951,https://hansard.parliament.uk/Commons/2019-02-26/debates/cfeb8af5-237d-4a97-92aa-58a2ef894951/ImmigrationandSocialSecurityCoordination(EUWithdrawal)Bill(Fifthsitting)
2019-02-25,Immigration: Workers’ Rights,1F11A943-D7E3-4E68-8ECB-8DFBC3E75180,https://hansard.parliament.uk/Commons/2019-02-25/debates/1F11A943-D7E3-4E68-8ECB-8DFBC3E75180/ImmigrationWorkers’Rights
2019-02-20,Immigration Bill,5787540D-E0C9-4FA9-BA32-F2C5F6334B15,https://hansard.parliament.uk/Commons/2019-02-20/debates/5787540D-E0C9-4FA9-BA32-F2C5F6334B15/ImmigrationBill
2019-02-14,Immigration and Social Security Co-ordination (EU Withdrawal) Bill (Fourth sitting),adf97056-b764-451d-8a9c-3ae9537f7c2a,https://hansard.parliament.uk/Commons/2019-02-14/debates/adf97056-b764-451d-8a9c-3ae9537f7c2a/ImmigrationandSocialSecurityCo-ordination(EUWithdrawal)Bill(Fourthsitting)
2019-02-14,Immigration and Social Security Co-ordination (EU Withdrawal) Bill (Third sitting),a8df132a-8bea-4030-8182-8eec021db546,https://hansard.parliament.uk/Commons/2019-02-14/debates/a8df132a-8bea-4030-8182-8eec021db546/ImmigrationandSocialSecurityCo-ordination(EUWithdrawal)Bill(Thirdsitting)
2019-02-12,Immigration and Social Security Co-ordination (EU Withdrawal) Bill (Second sitting),4ba2fc79-b670-4676-a79e-39dfb9528745,https://hansard.parliament.uk/Commons/2019-02-12/debates/4ba2fc79-b670-4676-a79e-39dfb9528745/ImmigrationandSocialSecurityCo-ordination(EUWithdrawal)Bill(Secondsitting)
2019-02-12,Immigration and Social Security Co-ordination (EU Withdrawal) Bill (First sitting),f190bc45-a58b-44e2-879a-eaf3d79604d9,https://hansard.parliament.uk/Commons/2019-02-12/debates/f190bc45-a58b-44e2-879a-eaf3d79604d9/ImmigrationandSocialSecurityCo-ordination(EUWithdrawal)Bill(Firstsitting)
2019-02-07,Domestic Abuse Legislation and Immigration Status,56E6EC2D-DE11-4E37-AB8C-96902607A044,https://hansard.parliament.uk/Commons/2019-02-07/debates/56E6EC2D-DE11-4E37-AB8C-96902607A044/DomesticAbuseLegislationandImmigrationStatus
2019-01-30,English Channel: Illegal Seaborne Immigration,9E4482A1-3368-4E5F-89A3-A2B1853974C1,https://hansard.parliament.uk/Commons/2019-01-30/debates/9E4482A1-3368-4E5F-89A3-A2B1853974C1/EnglishChannelIllegalSeaborneImmigration
2019-01-28,Immigration and Social Security Co-ordination (EU Withdrawal) Bill,321FEFF1-26E7-4194-91BD-BC530B5AE57E,https://hansard.parliament.uk/Commons/2019-01-28/debates/321FEFF1-26E7-4194-91BD-BC530B5AE57E/ImmigrationandSocialSecurityCo-ordination(EUWithdrawal)Bill
2019-01-21,Immigration: Scottish Economy,5C595A76-1FD6-453C-B68C-ADE0295692A8,https://hansard.parliament.uk/Commons/2019-01-21/debates/5C595A76-1FD6-453C-B68C-ADE0295692A8/ImmigrationScottishEconomy
2019-01-21,Immigration Detention Estate,C91CDAFF-64D5-49D3-929A-625280B578C2,https://hansard.parliament.uk/Commons/2019-01-21/debates/C91CDAFF-64D5-49D3-929A-625280B578C2/ImmigrationDetentionEstate
2019-01-21,Immigration,367934EE-4202-451D-88AA-22DCD8D2B25C,https://hansard.parliament.uk/Commons/2019-01-21/debates/367934EE-4202-451D-88AA-22DCD8D2B25C/Immigration
2019-01-16,Leaving the EU: Immigration,9CA34C3C-75CE-4330-99EC-E97597976D62,https://hansard.parliament.uk/Commons/2019-01-16/debates/9CA34C3C-75CE-4330-99EC-E97597976D62/LeavingtheEUImmigration
2019-01-14,Illegal Immigration (English Channel),DC25D119-09C4-4E34-B096-B552D0252BEE,https://hansard.parliament.uk/Commons/2019-01-14/debates/DC25D119-09C4-4E34-B096-B552D0252BEE/IllegalImmigration(EnglishChannel)
2019-01-10,Draft Immigration (Leave to Enter and Remain) (Amendment) Order 2018,a1c405d5-d7f6-480c-ab94-ab9c6123f891,https://hansard.parliament.uk/Commons/2019-01-10/debates/a1c405d5-d7f6-480c-ab94-ab9c6123f891/DraftImmigration(LeavetoEnterandRemain)(Amendment)Order2018
2018-12-19,Future Immigration,9BA7B2F2-3B9A-4E09-8E02-EC7F459592F6,https://hansard.parliament.uk/Commons/2018-12-19/debates/9BA7B2F2-3B9A-4E09-8E02-EC7F459592F6/FutureImmigration
2018-12-06,Immigration White Paper,9D207DA8-55C1-4917-BADB-8B8E0D53DD81,https://hansard.parliament.uk/Commons/2018-12-06/debates/9D207DA8-55C1-4917-BADB-8B8E0D53DD81/ImmigrationWhitePaper
2018-12-05,Immigration (Time Limit on Detention),FE0E3770-454D-4815-B2AD-3BA26FEC115A,https://hansard.parliament.uk/Commons/2018-12-05/debates/FE0E3770-454D-4815-B2AD-3BA26FEC115A/Immigration(TimeLimitonDetention)
2018-12-03,Immigration System,590C6F0F-F478-4D57-B016-15AB4939BB41,https://hansard.parliament.uk/Commons/2018-12-03/debates/590C6F0F-F478-4D57-B016-15AB4939BB41/ImmigrationSystem
2018-11-21,Immigration,5823D00A-5E9F-423D-B284-B19A68D5C1E7,https://hansard.parliament.uk/Commons/2018-11-21/debates/5823D00A-5E9F-423D-B284-B19A68D5C1E7/Immigration
2018-11-13,Draft Immigration (Health Charge) (Amendment) Order 2018,feffeeb4-8d59-488c-8f34-a3c9e13d1487,https://hansard.parliament.uk/Commons/2018-11-13/debates/feffeeb4-8d59-488c-8f34-a3c9e13d1487/DraftImmigration(HealthCharge)(Amendment)Order2018
2018-10-29,UK Visas and Immigration,F1A709EE-8462-4D24-9F7C-6FAEE199B927,https://hansard.parliament.uk/Commons/2018-10-29/debates/F1A709EE-8462-4D24-9F7C-6FAEE199B927/UKVisasandImmigration
2018-10-25,Immigration: DNA Tests,F1CFD0C3-3776-401A-98DE-642E62E3869A,https://hansard.parliament.uk/Commons/2018-10-25/debates/F1CFD0C3-3776-401A-98DE-642E62E3869A/ImmigrationDNATests
2018-09-06,Immigration Control,FA72B5EC-8844-448E-BC60-FE05459E3E0F,https://hansard.parliament.uk/Commons/2018-09-06/debates/FA72B5EC-8844-448E-BC60-FE05459E3E0F/ImmigrationControl
2018-07-24,Immigration Detention: Shaw Review,03FA26A3-90A1-4E58-826A-1341ABA6D146,https://hansard.parliament.uk/Commons/2018-07-24/debates/03FA26A3-90A1-4E58-826A-1341ABA6D146/ImmigrationDetentionShawReview
2018-07-16,Draft Immigration (Provision of  Physical Data) (Amendment) (EU Exit) Regulations 2018,672918f0-1e22-42e9-9b6f-9ea704ddf123,https://hansard.parliament.uk/Commons/2018-07-16/debates/672918f0-1e22-42e9-9b6f-9ea704ddf123/DraftImmigration(ProvisionofPhysicalData)(Amendment)(EUExit)Regulations2018
2018-07-16,UK Visas and Immigration: Religious Literacy,9E623C88-0BCB-4A02-8DA8-FE1BF01C8DF4,https://hansard.parliament.uk/Commons/2018-07-16/debates/9E623C88-0BCB-4A02-8DA8-FE1BF01C8DF4/UKVisasandImmigrationReligiousLiteracy
2018-07-16,Immigration Refusal and Deportation,6D95FF29-FC05-4DC1-AB56-11B76ED80371,https://hansard.parliament.uk/Commons/2018-07-16/debates/6D95FF29-FC05-4DC1-AB56-11B76ED80371/ImmigrationRefusalandDeportation
2018-07-16,Immigration Detention: Children,128C2862-F658-4B13-99F4-F157E96C2848,https://hansard.parliament.uk/Commons/2018-07-16/debates/128C2862-F658-4B13-99F4-F157E96C2848/ImmigrationDetentionChildren
2018-07-16,Immigration and Nationality: Fees,D46DF702-0E00-4898-ABEA-EAF1E3613FB6,https://hansard.parliament.uk/Commons/2018-07-16/debates/D46DF702-0E00-4898-ABEA-EAF1E3613FB6/ImmigrationandNationalityFees
2018-07-16,Immigration: Skilled Workers,A11C1785-4AFB-412E-B5C7-1FAC51FAC481,https://hansard.parliament.uk/Commons/2018-07-16/debates/A11C1785-4AFB-412E-B5C7-1FAC51FAC481/ImmigrationSkilledWorkers
2018-07-16,UK Visas and Immigration,DBD35811-11EE-44FA-BDAD-378989469D1B,https://hansard.parliament.uk/Commons/2018-07-16/debates/DBD35811-11EE-44FA-BDAD-378989469D1B/UKVisasandImmigration
2018-07-12,Immigration: Pausing the Hostile Environment,BF264F96-D3C6-4DCB-ADDD-B8F442102EC8,https://hansard.parliament.uk/Commons/2018-07-12/debates/BF264F96-D3C6-4DCB-ADDD-B8F442102EC8/ImmigrationPausingtheHostileEnvironment
2018-06-14,Immigration Detention (Victims of Torture),18061421000002,https://hansard.parliament.uk/Commons/2018-06-14/debates/18061421000002/ImmigrationDetention(VictimsofTorture)
2018-06-13,Immigration Rules: Paragraph 322(5),F984D928-FFA0-4FDD-8C20-150DEAEE3C69,https://hansard.parliament.uk/Commons/2018-06-13/debates/F984D928-FFA0-4FDD-8C20-150DEAEE3C69/ImmigrationRulesParagraph322(5)
2018-06-06,"Immigration (Guidance on Detention of Vulnerable Persons) Regulations 2018   

 Detention Centre (Amendment) Rules 2018",80e227f8-f9b5-491f-ba1f-c04299f4745b,"https://hansard.parliament.uk/Commons/2018-06-06/debates/80e227f8-f9b5-491f-ba1f-c04299f4745b/Immigration(GuidanceonDetentionofVulnerablePersons)Regulations2018

DetentionCentre(Amendment)Rules2018"
2018-06-04,Immigration,1143D3CD-1CE8-4EC2-AE8E-1B05AE6D89F9,https://hansard.parliament.uk/Commons/2018-06-04/debates/1143D3CD-1CE8-4EC2-AE8E-1B05AE6D89F9/Immigration
2018-05-10,Draft Special Immigration Appeals Commission (Procedure) (Amendment) Rules 2018,6699b2b7-bf87-4473-a2ba-88107d747df9,https://hansard.parliament.uk/Commons/2018-05-10/debates/6699b2b7-bf87-4473-a2ba-88107d747df9/DraftSpecialImmigrationAppealsCommission(Procedure)(Amendment)Rules2018
2018-05-08,G4S: Immigration Removal Centres,1D9AF8ED-78E1-44B4-A97B-CAB1F239E44B,https://hansard.parliament.uk/Commons/2018-05-08/debates/1D9AF8ED-78E1-44B4-A97B-CAB1F239E44B/G4SImmigrationRemovalCentres
2018-04-16,Windrush Children (Immigration Status),7234878F-ACEE-48DD-A94C-9013B38FA465,https://hansard.parliament.uk/Commons/2018-04-16/debates/7234878F-ACEE-48DD-A94C-9013B38FA465/WindrushChildren(ImmigrationStatus)
2018-02-05,Draft Immigration and Nationality (Fees) (Amendment) Order 2018,737a8470-648a-4ca6-b2a7-430e89a53f0d,https://hansard.parliament.uk/Commons/2018-02-05/debates/737a8470-648a-4ca6-b2a7-430e89a53f0d/DraftImmigrationandNationality(Fees)(Amendment)Order2018
2018-02-05,Immigration White Paper,CF5B6DEF-D13F-4053-8A46-00CBA03E58AE,https://hansard.parliament.uk/Commons/2018-02-05/debates/CF5B6DEF-D13F-4053-8A46-00CBA03E58AE/ImmigrationWhitePaper
2018-01-08,Immigration: Effect on the Economy,0AB15684-D21D-45A7-ADC7-C6D1EDBDD687,https://hansard.parliament.uk/Commons/2018-01-08/debates/0AB15684-D21D-45A7-ADC7-C6D1EDBDD687/ImmigrationEffectontheEconomy
2017-12-20,Immigration Detention of Victims of Torture and Other Vulnerable People (Safeguards),95A9A847-4914-42AB-846B-C8AA496BD478,https://hansard.parliament.uk/Commons/2017-12-20/debates/95A9A847-4914-42AB-846B-C8AA496BD478/ImmigrationDetentionofVictimsofTortureandOtherVulnerablePeople(Safeguards)
2017-11-20,Immigration Detention Centres,1C86C1FE-1295-4E66-97A3-A36B200F0603,https://hansard.parliament.uk/Commons/2017-11-20/debates/1C86C1FE-1295-4E66-97A3-A36B200F0603/ImmigrationDetentionCentres
2017-11-20,Leaving the EU: Immigration Rules,707FD086-E3C1-4E76-B3D6-C0395401DB06,https://hansard.parliament.uk/Commons/2017-11-20/debates/707FD086-E3C1-4E76-B3D6-C0395401DB06/LeavingtheEUImmigrationRules
2017-10-16,UK Visas and Immigration,5E5EEF57-7B62-4607-BEFE-6B16C1D80D18,https://hansard.parliament.uk/Commons/2017-10-16/debates/5E5EEF57-7B62-4607-BEFE-6B16C1D80D18/UKVisasandImmigration
2017-07-19,Immigration Act 2016: Section 67,73226D74-D204-4667-A335-62C9E93D862E,https://hansard.parliament.uk/Commons/2017-07-19/debates/73226D74-D204-4667-A335-62C9E93D862E/ImmigrationAct2016Section67
2017-07-03,Immigration Rules: Agriculture,C9CD83DF-A41E-48D9-851C-4058AB579B08,https://hansard.parliament.uk/Commons/2017-07-03/debates/C9CD83DF-A41E-48D9-851C-4058AB579B08/ImmigrationRulesAgriculture
2017-04-18,Draft Immigration Act 2016 (Consequential Amendments)  (Biometrics and Legal Aid) Regulations 2017,c6ab163b-3836-4b1d-8842-5433865f8c1b,https://hansard.parliament.uk/Commons/2017-04-18/debates/c6ab163b-3836-4b1d-8842-5433865f8c1b/DraftImmigrationAct2016(ConsequentialAmendments)(BiometricsandLegalAid)Regulations2017
2017-03-22,Draft Immigration Skills Charge Regulations 2017,3323432c-c632-4231-91e2-0afea8c51124,https://hansard.parliament.uk/Commons/2017-03-22/debates/3323432c-c632-4231-91e2-0afea8c51124/DraftImmigrationSkillsChargeRegulations2017
2017-03-06,Immigration: Indefinite Detention,BDA903C2-F08C-4817-8555-899BE79AE643,https://hansard.parliament.uk/Commons/2017-03-06/debates/BDA903C2-F08C-4817-8555-899BE79AE643/ImmigrationIndefiniteDetention
2017-03-06,Immigration Rules: Spouse Visas,E7437A5A-7455-447E-B55E-9B50D215AF28,https://hansard.parliament.uk/Commons/2017-03-06/debates/E7437A5A-7455-447E-B55E-9B50D215AF28/ImmigrationRulesSpouseVisas
2017-02-27,Draft Immigration and Nationality (Fees) (Amendment) Order 2017,bd8d7010-449f-45e8-8bd4-dab23e2e2790,https://hansard.parliament.uk/Commons/2017-02-27/debates/bd8d7010-449f-45e8-8bd4-dab23e2e2790/DraftImmigrationandNationality(Fees)(Amendment)Order2017
2017-02-06,Student Immigration,7E1F03C6-CA9B-4D4B-8AFB-1DE676065C25,https://hansard.parliament.uk/Commons/2017-02-06/debates/7E1F03C6-CA9B-4D4B-8AFB-1DE676065C25/StudentImmigration
2017-01-31,Draft Immigration (Health Charge) (Amendment) Order 2017,0b4eb55d-57f3-40e0-9fd9-cc84a045e05a,https://hansard.parliament.uk/Commons/2017-01-31/debates/0b4eb55d-57f3-40e0-9fd9-cc84a045e05a/DraftImmigration(HealthCharge)(Amendment)Order2017
2017-01-31,Immigration Rules:  Spouses and Partners,D6926DEC-2BBB-42D2-8BC6-E9266C4463EC,https://hansard.parliament.uk/Commons/2017-01-31/debates/D6926DEC-2BBB-42D2-8BC6-E9266C4463EC/ImmigrationRulesSpousesandPartners
2017-01-30,Changes in US Immigration Policy,448738C3-927F-481B-8340-809810F30595,https://hansard.parliament.uk/Commons/2017-01-30/debates/448738C3-927F-481B-8340-809810F30595/ChangesinUSImmigrationPolicy
2017-01-30,Changes in US Immigration Policy,05CC503D-9918-4C0E-A097-F72595ECAAD5,https://hansard.parliament.uk/Commons/2017-01-30/debates/05CC503D-9918-4C0E-A097-F72595ECAAD5/ChangesinUSImmigrationPolicy
2017-01-30,US Immigration Policy,70D7676A-311F-4EA2-9425-C0B1B4443A26,https://hansard.parliament.uk/Commons/2017-01-30/debates/70D7676A-311F-4EA2-9425-C0B1B4443A26/USImmigrationPolicy
2017-01-23,Immigration Rules,1916CED0-74A5-41EA-B4A6-3C32EE9AD3F1,https://hansard.parliament.uk/Commons/2017-01-23/debates/1916CED0-74A5-41EA-B4A6-3C32EE9AD3F1/ImmigrationRules
2017-01-18,Immigration,9014F3EF-4638-43A4-A98C-5C26D275146E,https://hansard.parliament.uk/Commons/2017-01-18/debates/9014F3EF-4638-43A4-A98C-5C26D275146E/Immigration
2016-12-06,Draft Immigration Act 2014 (Current  Accounts) (Excluded Accounts and Notification Requirements)  Regulations 2016,96740943-8925-4e64-9f35-e4f06153d83b,https://hansard.parliament.uk/Commons/2016-12-06/debates/96740943-8925-4e64-9f35-e4f06153d83b/DraftImmigrationAct2014(CurrentAccounts)(ExcludedAccountsandNotificationRequirements)Regulations2016
2016-12-05,Immigration Detention/Adults at Risk Policy,AFFF648F-AB47-47BB-8F38-ABB71718FB8C,https://hansard.parliament.uk/Commons/2016-12-05/debates/AFFF648F-AB47-47BB-8F38-ABB71718FB8C/ImmigrationDetention/AdultsatRiskPolicy
2016-12-05,Immigration Rules,B062C489-0AAE-41E8-A380-6C2D66DD19C7,https://hansard.parliament.uk/Commons/2016-12-05/debates/B062C489-0AAE-41E8-A380-6C2D66DD19C7/ImmigrationRules
2016-11-29,Refugee Family Reunion (Immigration Rules),16112935000003,https://hansard.parliament.uk/Commons/2016-11-29/debates/16112935000003/RefugeeFamilyReunion(ImmigrationRules)
2016-11-16,Calais Children and Immigration Act,AF497695-37C8-46E9-92D5-300854DDEA74,https://hansard.parliament.uk/Commons/2016-11-16/debates/AF497695-37C8-46E9-92D5-300854DDEA74/CalaisChildrenandImmigrationAct
2016-11-16,Immigration Rules  (International Students),3D102514-7D2F-40F5-909D-38A8C5E930D6,https://hansard.parliament.uk/Commons/2016-11-16/debates/3D102514-7D2F-40F5-909D-38A8C5E930D6/ImmigrationRules(InternationalStudents)
2016-10-31,Immigration,6BB90A8B-2F0B-48A1-B394-718D24A6F97F,https://hansard.parliament.uk/Commons/2016-10-31/debates/6BB90A8B-2F0B-48A1-B394-718D24A6F97F/Immigration
2016-10-20,Devolution of Immigration: Scottish Government,F7A1CDF6-DD3E-4364-B762-1C0AF1B26E1C,https://hansard.parliament.uk/Commons/2016-10-20/debates/F7A1CDF6-DD3E-4364-B762-1C0AF1B26E1C/DevolutionofImmigrationScottishGovernment
2016-10-11,EU Referendum: Immigration and Disability Employment,56A2040B-1395-409C-B147-646EA40FF340,https://hansard.parliament.uk/Commons/2016-10-11/debates/56A2040B-1395-409C-B147-646EA40FF340/EUReferendumImmigrationandDisabilityEmployment
2016-09-05,Immigration,8EC6AC9C-4BE4-403D-8892-F580C1D41EDE,https://hansard.parliament.uk/Commons/2016-09-05/debates/8EC6AC9C-4BE4-403D-8892-F580C1D41EDE/Immigration
2016-06-13,Immigration Rules (Constituent Parts of the UK),95E33296-18F9-486C-96A4-A85A23E86DF2,https://hansard.parliament.uk/Commons/2016-06-13/debates/95E33296-18F9-486C-96A4-A85A23E86DF2/ImmigrationRules(ConstituentPartsoftheUK)
2016-05-09,Immigration Bill,1605103000001,https://hansard.parliament.uk/Commons/2016-05-09/debates/1605103000001/ImmigrationBill
2016-05-05,EU Immigration,160505108000002,https://hansard.parliament.uk/Commons/2016-05-05/debates/160505108000002/EUImmigration
2016-04-25,Immigration Bill,16042535000002,https://hansard.parliament.uk/Commons/2016-04-25/debates/16042535000002/ImmigrationBill
2016-04-21,draft Immigration (Leave to Enter and Remain) (Amendment) order 2016,192ab289-8310-4d9d-9f5b-9b0bdd310006,https://hansard.parliament.uk/Commons/2016-04-21/debates/192ab289-8310-4d9d-9f5b-9b0bdd310006/draftImmigration(LeavetoEnterandRemain)(Amendment)order2016
2016-02-29,Draft Immigration (Health Charge) (Amendment) Order 2016,707c8743-b679-4f6b-b4cb-67f443c3a55b,https://hansard.parliament.uk/Commons/2016-02-29/debates/707c8743-b679-4f6b-b4cb-67f443c3a55b/DraftImmigration(HealthCharge)(Amendment)Order2016
2016-02-10,Immigration,160210122002104X,https://hansard.parliament.uk/Commons/2016-02-10/debates/160210122002104X/Immigration
2016-02-02,Immigration and Nationality (Fees) Order 2016,67ae94df-8d31-41cd-aa6d-0161d7a02b35,https://hansard.parliament.uk/Commons/2016-02-02/debates/67ae94df-8d31-41cd-aa6d-0161d7a02b35/ImmigrationandNationality(Fees)Order2016
2016-01-11,Immigration of Children,16011114000022,https://hansard.parliament.uk/Commons/2016-01-11/debates/16011114000022/ImmigrationofChildren
2016-01-11,Immigration System,16011114000016,https://hansard.parliament.uk/Commons/2016-01-11/debates/16011114000016/ImmigrationSystem
2015-12-01,Immigration Bill,15120141000002,https://hansard.parliament.uk/Commons/2015-12-01/debates/15120141000002/ImmigrationBill
2015-11-26,Immigration Detention of Pregnant Women,15112625000028,https://hansard.parliament.uk/Commons/2015-11-26/debates/15112625000028/ImmigrationDetentionofPregnantWomen
2015-11-17,Immigration Bill (Fifteenth sitting),b1fa1318-2980-4838-85cf-098b25d7e886,https://hansard.parliament.uk/Commons/2015-11-17/debates/b1fa1318-2980-4838-85cf-098b25d7e886/ImmigrationBill(Fifteenthsitting)
2015-11-10,Immigration Bill (Fourteenth sitting),ef40657b-193a-4521-8cd3-036b0b24febb,https://hansard.parliament.uk/Commons/2015-11-10/debates/ef40657b-193a-4521-8cd3-036b0b24febb/ImmigrationBill(Fourteenthsitting)
2015-11-10,Immigration Bill (Thirteenth sitting),ec68949e-09b3-4a35-8c1a-457aae9e3fbd,https://hansard.parliament.uk/Commons/2015-11-10/debates/ec68949e-09b3-4a35-8c1a-457aae9e3fbd/ImmigrationBill(Thirteenthsitting)
2015-11-05,Immigration Bill (Twelfth sitting),f877932b-f2c4-4857-bc69-bb7d803f41a9,https://hansard.parliament.uk/Commons/2015-11-05/debates/f877932b-f2c4-4857-bc69-bb7d803f41a9/ImmigrationBill(Twelfthsitting)
2015-11-05,Immigration Bill (Eleventh sitting),e634e101-4477-4d8c-8b25-fcb203137e21,https://hansard.parliament.uk/Commons/2015-11-05/debates/e634e101-4477-4d8c-8b25-fcb203137e21/ImmigrationBill(Eleventhsitting)
2015-11-03,Immigration Bill (Ninth sitting),e4fdb465-b11b-41f6-a856-c20b6ead0b26,https://hansard.parliament.uk/Commons/2015-11-03/debates/e4fdb465-b11b-41f6-a856-c20b6ead0b26/ImmigrationBill(Ninthsitting)
2015-11-03,Immigration Bill (Tenth sitting),2d1bef71-d102-48dc-b2d3-8331f0de3a3e,https://hansard.parliament.uk/Commons/2015-11-03/debates/2d1bef71-d102-48dc-b2d3-8331f0de3a3e/ImmigrationBill(Tenthsitting)
2015-10-29,Immigration Bill (Eighth sitting),1c17a286-a384-4037-8515-7e0fc2d21fb6,https://hansard.parliament.uk/Commons/2015-10-29/debates/1c17a286-a384-4037-8515-7e0fc2d21fb6/ImmigrationBill(Eighthsitting)
2015-10-29,Immigration Bill (Seventh sitting),4ed3277f-41a7-4790-b994-2503fbb82d34,https://hansard.parliament.uk/Commons/2015-10-29/debates/4ed3277f-41a7-4790-b994-2503fbb82d34/ImmigrationBill(Seventhsitting)
2015-10-27,Immigration Bill (Sixth sitting),4379b8e1-8e2a-4c92-96fb-d3ebf032978e,https://hansard.parliament.uk/Commons/2015-10-27/debates/4379b8e1-8e2a-4c92-96fb-d3ebf032978e/ImmigrationBill(Sixthsitting)
2015-10-27,Immigration Bill (Fifth sitting),89061cf9-03a2-412b-89a5-9b78a1a118f5,https://hansard.parliament.uk/Commons/2015-10-27/debates/89061cf9-03a2-412b-89a5-9b78a1a118f5/ImmigrationBill(Fifthsitting)
2015-10-22,Immigration Bill (Fourth sitting),6d189e92-cabb-42c5-b7ce-46a07b6fbad2,https://hansard.parliament.uk/Commons/2015-10-22/debates/6d189e92-cabb-42c5-b7ce-46a07b6fbad2/ImmigrationBill(Fourthsitting)
2015-10-22,Immigration Bill (Third sitting),f0a13685-10eb-41a0-bfc4-563f75526847,https://hansard.parliament.uk/Commons/2015-10-22/debates/f0a13685-10eb-41a0-bfc4-563f75526847/ImmigrationBill(Thirdsitting)
